Id,File,label,date,time,PosixTime,begin[sec],end[sec],msec,clip[usec],lat[deg],lon[deg],depth[m],heading[deg],dec[deg],pitch[deg],roll[deg],state,duration[usec],low_i,high_i,energy[%],SNR[dB],Fp[kHz],Fc[kHz],begin_3dB_BW[kHz],-3dB_BW[kHz],begin_10dB_BW[kHz],-10dB_BW[kHz],RMS[kHz],Qrms,Fs[kHz],energy_per[%],energy110,energy110_160,energy160_256,slope_max_wvd
73,20230630T094513Z,Kogia-C,2023/06/30,10:12:00.753,1688119920.753,1607.753438,1607.753876,0.438,438,28.619168,-18.691804,561,297.8,-5,18.63,1.68,117,180,24,115,80.5463036715557,5.2987145237488,117.6,112.874932874319,113.6,8.40000000000001,110,15.2,22.8265322509304,4.9449005934626,512,80.5463036715557,0.0744023394835786,0.925597660516421,0,-2.33364616700563E-16
74,20230630T094513Z,Kogia-B,2023/06/30,10:12:00.905,1688119920.905,1607.905979,1607.906793,0.979,814,28.619169,-18.691805,560.94,297.73,-5,18.62,1.68,117,188,53,148,97.9085345031655,22.191448037666,117.2,116.825452469574,113.2,8.39999999999999,109.6,15.6,8.76996407526539,13.321086776064,512,97.9085345031655,0.026397218583368,0.973602781416632,0,-7.43451955013593E-17
75,20230630T094513Z,Kogia-B,2023/06/30,10:12:01.048,1688119921.048,1608.048006,1608.049236,0.006,1230,28.619168,-18.691803,561.02,297.81,-5,18.63,1.68,117,223,70,183,98.9184198779503,26.773663308329,117.6,117.683819284434,114,7.59999999999999,110.8,13.6,5.41516408752261,21.7322720756691,512,98.9184198779503,0.0128344393787178,0.987165560621282,0,-2.50907619584272E-17
76,20230630T094513Z,Kogia-B,2023/06/30,10:12:01.195,1688119921.195,1608.19532,1608.19609,0.32,770,28.619169,-18.691804,560.97,297.77,-5,18.62,1.68,117,201,22,124,98.9532988160207,25.016017441579,116,116.062762054833,112,8,108.4,15.2,4.65848413504303,24.9142765522719,512,98.9532988160207,0.126478882206136,0.873521117793864,0,6.68837516862587E-17
77,20230630T094513Z,Kogia-C,2023/06/30,10:12:02.115,1688119922.115,1609.115716,1609.116158,0.716,442,28.61917,-18.691806,560.86,297.64,-5,18.6,1.68,117,256,27,157,87.6383455849226,6.86883015633445,114,111.111725378666,110,8.8,106.8,15.6,19.3009534009843,5.75679983627127,512,87.6383455849226,0.213626243417027,0.786373756582973,0,0.000920132499079631
78,20230630T094513Z,Kogia-C,2023/06/30,10:12:02.254,1688119922.254,1609.254934,1609.255217,0.934,283,28.61917,-18.691807,560.82,297.61,-5,18.59,1.68,117,189,35,131,95.3813049433509,7.12899886474336,114.8,106.08958314936,110.4,8.39999999999999,107.2,15.2,30.8122084516546,3.44310221436475,512,95.3813049433509,0.193600797454591,0.806399202545409,0,2.67595119954147E-16
79,20230630T094513Z,Kogia-C,2023/06/30,10:12:04.908,1688119924.908,1611.908825,1611.9095,0.825,675,28.619172,-18.691811,560.59,297.37,-5,18.54,1.69,117,164,83,166,62.5098122259769,6.07475693857857,117.6,114.143225586202,109.6,16,102.4,33.6,25.8122634756794,4.42205410206468,512,62.5098122259769,0.171578718927961,0.828421281072039,0,-0.117918552036199
80,20230630T094513Z,Kogia-C,2023/06/30,10:12:05.091,1688119925.091,1612.091254,1612.091642,0.254,388,28.619172,-18.691811,560.63,297.41,-5,18.55,1.69,117,195,40,139,95.882220073273,12.8105388200641,115.2,112.76307796685,110.8,8.8,107.2,15.6,16.6865265538624,6.75773221004758,512,95.882220073273,0.153802838944064,0.846197161055936,0,1.15238447696612E-16
81,20230630T094513Z,Kogia-C,2023/06/30,10:12:05.286,1688119925.286,1612.286634,1612.287104,0.634,470,28.619172,-18.691812,560.58,297.36,-5,18.54,1.69,117,203,74,177,81.619334437696,2.80046671594833,116.8,109.368339593401,113.6,6.80000000000001,111.2,12,29.4686052841497,3.71135106459304,512,81.619334437696,0.081720076710814,0.918279923289186,0,-0.000313860483952497
82,20230630T094513Z,Kogia-C,2023/06/30,10:12:05.486,1688119925.486,1612.486984,1612.487397,0.984,413,28.619173,-18.691812,560.53,297.31,-5,18.53,1.7,117,248,46,172,90.3003921789277,4.97425265794248,117.6,111.754789444324,114.4,6.8,111.2,12.8,26.0483018969347,4.29029077928012,512,90.3003921789277,0.0238920069641854,0.976107993035815,0,0.0147581980204997
83,20230630T094513Z,Kogia-C,2023/06/30,10:12:05.907,1688119925.907,1612.907864,1612.908237,0.864,373,28.619173,-18.691813,560.5,297.28,-5,18.52,1.7,117,160,44,125,66.477095686005,0.957958911874153,118,116.028869205912,113.2,9.2,109.2,16.8,23.0474899718787,5.03433863503073,512,66.477095686005,0.0314780630027409,0.968521936997259,0,0.00369623655914004
84,20230630T094513Z,Kogia-C,2023/06/30,10:12:06.104,1688119926.104,1613.104302,1613.104702,0.302,400,28.619173,-18.691812,560.53,297.31,-5,18.53,1.7,117,332,28,197,93.5136295867872,0.780934934098921,117.2,99.9469185796458,114.4,6,22.4,100,40.9273502423281,2.4420569127458,512,93.5136295867872,0.170546448839728,0.829453551160272,0,-0.218352269199727
85,20230630T094513Z,Kogia-C,2023/06/30,10:12:06.279,1688119926.279,1613.279581,1613.279951,0.581,370,28.619173,-18.691813,560.49,297.27,-5,18.52,1.7,117,188,32,127,92.0219330484947,9.4468605663154,114.4,111.014887363388,110,9.2,106.4,16.4,18.957649214877,5.85594163627996,512,92.0219330484947,0.15271694164356,0.84728305835644,0,-2.38791700809879E-16
86,20230630T094513Z,Kogia-B,2023/06/30,10:12:06.452,1688119926.452,1613.452613,1613.453376,0.613,763,28.619173,-18.691813,560.47,297.25,-5,18.52,1.7,117,219,33,144,98.1615958878639,22.14363803591,114.4,114.363318650809,110.4,8.39999999999999,106.4,15.6,5.9188169451551,19.321989463523,512,98.1615958878639,0.165815720079883,0.834184279920117,0,-0.00414661236579032
87,20230630T094513Z,Kogia-A,2023/06/30,10:12:06.631,1688119926.631,1613.631308,1613.632601,0.308,1293,28.619173,-18.691813,560.49,297.26,-5,18.52,1.7,117,219,85,196,99.4504893740671,29.6755260921619,114,113.872383596768,110,8,106.4,14.8,4.44395626667797,25.6241008604462,512,99.4504893740671,0.196997190654677,0.803002809345323,0,1.19558735051018E-16
88,20230630T094513Z,Kogia-A,2023/06/30,10:12:06.799,1688119926.799,1613.799321,1613.80087,0.321,1549,28.619173,-18.691814,560.47,297.24,-5,18.52,1.7,117,227,141,256,99.5857115576141,30.9052461263682,113.6,113.735944589428,110,7.59999999999999,106,14.8,4.01088616001015,28.3568119492926,512,99.5857115576141,0.256373083141988,0.743626916858013,0,0.00766796494644594
89,20230630T094513Z,Kogia-A,2023/06/30,10:12:06.963,1688119926.963,1613.963926,1613.965458,0.926,1532,28.619174,-18.691815,560.4,297.17,-5,18.5,1.7,117,199,135,236,99.5132335734445,31.996497005308,114,113.761820331086,109.2,9.2,105.2,16.8,4.20601365552019,27.0474205859459,512,99.5132335734445,0.295450129955093,0.704549870044907,0,-2.59561969431152E-16
90,20230630T094513Z,Kogia-A,2023/06/30,10:12:07.135,1688119927.135,1614.135585,1614.136973,0.585,1388,28.619174,-18.691815,560.42,297.19,-5,18.5,1.7,117,207,65,170,97.6540754812783,22.5679630132031,112.8,114.396312781607,108.8,8,105.2,14.8,10.5135429198451,10.880852787092,512,97.6540754812783,0.443136132769365,0.556863867230635,0,2.16208656605998E-16
91,20230630T094513Z,Kogia-A,2023/06/30,10:12:07.305,1688119927.305,1614.305123,1614.306596,0.123,1473,28.619174,-18.691814,560.44,297.22,-5,18.51,1.7,117,199,202,303,95.9690529015477,22.9507464111558,113.6,113.538473684856,108.8,9.60000000000001,104.8,17.2,5.72626019172522,19.8276833191977,512,95.9690529015477,0.321727162791544,0.678272837208456,0,0.0105754649213824
92,20230630T094513Z,Kogia-A,2023/06/30,10:12:07.474,1688119927.474,1614.474598,1614.475237,0.598,639,28.619174,-18.691815,560.38,297.16,-5,18.5,1.7,117,193,26,124,98.2616046179897,21.3407377816912,113.2,112.89100612474,108.8,8.8,105.2,15.6,6.36171594321935,17.7453704523014,512,98.2616046179897,0.323415015433458,0.676584984566542,0,3.68280945966243E-17
93,20230630T094513Z,Kogia-B,2023/06/30,10:12:07.653,1688119927.653,1614.653776,1614.654411,0.776,635,28.619175,-18.691816,560.35,297.12,-5,18.49,1.7,117,221,8,120,93.043429500467,14.2830226556201,113.6,113.790258115675,109.2,8.39999999999999,105.6,16,12.9338840720869,8.7978411961531,512,93.043429500467,0.268175715895801,0.731824284104199,0,0.0203628285820071
94,20230630T094513Z,Kogia-C,2023/06/30,10:12:07.838,1688119927.838,1614.838208,1614.838636,0.208,428,28.619174,-18.691815,560.39,297.16,-5,18.5,1.7,117,227,17,132,88.4198478552919,6.76416716674522,116,112.880876493901,112,8.40000000000001,108.4,32.4,27.4840432446229,4.10714229668468,512,88.4198478552919,0.117215586603879,0.882784413396121,0,-0.0495735219071223
95,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.031,1688119928.031,1615.031788,1615.03221,0.788,422,28.619175,-18.691816,560.32,297.09,-5,18.48,1.7,117,197,28,128,88.0216805441848,7.98696534114218,116.8,111.441483080854,112.4,8.8,108.4,16.4,25.3919363383338,4.38885327987424,512,88.0216805441848,0.11622914271248,0.88377085728752,0,-0.0293762575452717
96,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.465,1688119928.465,1615.465613,1615.465917,0.613,304,28.619175,-18.691817,560.29,297.06,-5,18.48,1.71,117,307,,,100,-6.53390500126687,120.4,90.6062855805187,118,5.59999999999999,11.2,117.6,52.5392439963692,1.72454490564768,512,100,0.380105069378638,0.619894930621362,0,-0.0778536585365854
97,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.493,1688119928.493,1615.493813,1615.494315,0.813,502,28.619175,-18.691817,560.27,297.04,-5,18.47,1.71,117,150,43,119,59.7355582154786,2.28809497595476,121.6,113.058542068526,116.4,10,112.4,18,29.8583866520817,3.78649199589771,512,59.7355582154786,0.0160106526470264,0.983989347352974,0,-0.00929281122150799
98,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.522,1688119928.522,1615.522315,1615.522837,0.315,522,28.619175,-18.691816,560.31,297.09,-5,18.48,1.7,117,148,59,134,74.6358546970941,6.72889721693276,122.8,114.228422420015,117.2,10.8,113.2,18.8,29.9126198807303,3.81873680324474,512,74.6358546970941,0.0574291179931988,0.942570882006801,0,-0.0249546279491834
99,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.551,1688119928.551,1615.551314,1615.551716,0.314,402,28.619175,-18.691816,560.31,297.08,-5,18.48,1.7,117,248,11,137,91.5803156971184,6.969824212392,122.4,119.921156278844,118.8,7.2,116,14.8,20.3223658262273,5.90094466875891,512,91.5803156971184,0,1,0,-0.0412067333415648
100,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.581,1688119928.581,1615.581138,1615.581495,0.138,357,28.619175,-18.691816,560.33,297.1,-5,18.49,1.7,117,318,18,180,98.9951533702785,8.26890715979715,122,109.802761998852,119.2,5.2,117.2,9.2,35.7871820656689,3.06821480935173,512,98.9951533702785,0.102263814664129,0.897736185335871,0,-0.146734694551931
101,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.612,1688119928.612,1615.612686,1615.613077,0.686,391,28.619175,-18.691817,560.27,297.04,-5,18.47,1.71,117,172,37,124,78.2451161678428,3.29040148000231,122,120.929543570563,117.6,8.80000000000001,114.4,15.6,13.337756183502,9.06670821589511,512,78.2451161678428,0,1,0,-0.00601213879451857
102,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.645,1688119928.645,1615.645956,1615.646445,0.956,489,28.619176,-18.691818,560.25,297.01,-5,18.47,1.71,117,268,32,168,89.6016889414654,7.65163446027606,122.8,117.157420096594,119.2,6.8,116.8,12.8,25.481799376324,4.59769023240364,512,89.6016889414654,0,1,0,-0.0198605642452047
103,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.679,1688119928.679,1615.679976,1615.680504,0.976,528,28.619176,-18.691818,560.24,297.01,-5,18.47,1.71,117,285,53,198,93.2794061210896,8.35766916463878,122,114.763237975258,119.2,5.59999999999999,116.8,10.4,28.3166185947921,4.0528581331517,512,93.2794061210896,0.0408585434506037,0.959141456549396,0,-0.0199455318481948
104,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.715,1688119928.715,1615.715082,1615.715485,0.082,403,28.619175,-18.691816,560.32,297.09,-5,18.48,1.7,117,297,31,182,96.1055650257699,6.94893172328573,121.6,117.605616250465,118.8,5.60000000000001,116.8,11.2,22.0682629968123,5.32917412971982,512,96.1055650257699,0,1,0,-0.0197728810006954
105,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.751,1688119928.751,1615.751858,1615.752255,0.858,397,28.619176,-18.691818,560.25,297.01,-5,18.47,1.71,117,240,20,142,97.1816551894365,12.9430900138816,122,121.02260313322,118.4,7.19999999999999,115.6,13.6,13.1783764287137,9.1834228433125,512,97.1816551894365,0,1,0,-0.0163026557856498
106,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.790,1688119928.79,1615.790965,1615.79171,0.965,745,28.619176,-18.691818,560.23,297,-5,18.47,1.71,117,240,69,191,91.6757398214097,11.3614960787088,121.2,119.158564778564,118.4,6,115.6,12,17.9127615620239,6.6521604927287,512,91.6757398214097,0,1,0,-0.0241860881501594
107,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.831,1688119928.831,1615.83173,1615.832321,0.73,591,28.619175,-18.691818,560.25,297.02,-5,18.47,1.71,117,262,79,212,92.5738932353394,9.27284174359425,121.6,115.390298720415,118.4,6,116,10.8,26.4607277766222,4.36081349290632,512,92.5738932353394,0.0344541623290062,0.965545837670994,0,-0.0181712288875949
108,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.873,1688119928.873,1615.873247,1615.873762,0.247,515,28.619175,-18.691817,560.29,297.06,-5,18.48,1.71,117,238,57,178,90.4474227835764,9.24352448908345,121.6,121.689411619958,118.4,6.8,115.6,14.4,11.1946534228506,10.8703152320522,512,90.4474227835764,0,1,0,-0.0209302325581391
109,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.914,1688119928.914,1615.914478,1615.914923,0.478,445,28.619175,-18.691817,560.26,297.03,-5,18.47,1.71,117,234,38,157,94.1170977406523,8.98916907807508,121.2,119.098354791432,118,6.40000000000001,114.8,14.4,17.9060721663151,6.65128307789802,512,94.1170977406523,0,1,0,-0.027535134373569
110,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.955,1688119928.955,1615.955443,1615.956427,0.443,984,28.619175,-18.691817,560.26,297.03,-5,18.47,1.71,117,230,129,246,90.5307866465177,12.5961759498475,121.2,120.657723522409,118,6.8,115.2,14.4,13.5079502620972,8.93234881542094,512,90.5307866465177,0,1,0,-0.0246227309178391
111,20230630T094513Z,Kogia-C,2023/06/30,10:12:08.998,1688119928.998,1615.998027,1615.99846,0.027,433,28.619175,-18.691817,560.3,297.07,-5,18.48,1.71,117,199,30,131,97.741040626168,15.7165976962045,121.6,120.40554553406,117.6,8,114.8,15.6,14.760391966483,8.15734065920943,512,97.741040626168,0,1,0,-0.0199146514935988
112,20230630T094513Z,Kogia-C,2023/06/30,10:12:09.042,1688119929.042,1616.042334,1616.042846,0.334,512,28.619175,-18.691817,560.27,297.04,-5,18.47,1.71,117,254,21,150,94.9087545149714,10.2648572763376,121.2,121.138469459827,118.4,6,115.6,12.8,10.8324784047254,11.1828950803155,512,94.9087545149714,0,1,0,-0.0236968536647038
113,20230630T094513Z,Kogia-B,2023/06/30,10:12:20.499,1688119940.499,1627.499428,1627.499974,0.428,546,28.619183,-18.691838,559.23,296.01,-5,18.33,1.92,117,248,26,152,97.5690053649561,17.0915417386736,118,116.001050001968,114.8,6.8,111.6,12.8,15.1156449785569,7.67423753114918,512,97.5690053649561,0,1,0,-8.44083828153374E-17
114,20230630T094513Z,Kogia-B,2023/06/30,10:12:20.692,1688119940.692,1627.692928,1627.693641,0.928,713,28.619183,-18.69184,559.16,295.97,-5,18.34,1.98,117,213,22,130,96.4947187875381,18.2760365747496,116.8,116.288976192976,112.8,8,109.2,14.8,9.78205549505148,11.8879898250223,512,96.4947187875381,0.0286298001755506,0.971370199824449,0,-0.00102529049897457
115,20230630T094513Z,Kogia-C,2023/06/30,10:12:21.025,1688119941.025,1628.025045,1628.025708,0.045,663,28.619183,-18.691839,559.21,296.01,-5,18.33,1.93,117,170,29,115,67.2032905212109,6.05833672245469,114.8,108.397670285097,109.6,10,105.2,18.4,26.6022791463556,4.07475125303116,512,67.2032905212109,0.27177882966144,0.72822117033856,0,-0.0216449013614897
116,20230630T094513Z,Kogia-C,2023/06/30,10:12:21.839,1688119941.839,1628.839642,1628.840123,0.642,481,28.619183,-18.691842,559.09,295.91,-5,18.36,2.06,117,164,53,136,82.6803266871108,8.40841769411457,114,109.048897016153,108.8,10,104.8,17.6,22.3795100256604,4.8727115513752,512,82.6803266871108,0.28461512432791,0.71538487567209,0,0.0115587663239785
117,20230630T094513Z,Kogia-C,2023/06/30,10:12:22.003,1688119942.003,1629.00397,1629.004383,0.97,413,28.619183,-18.691843,559.04,295.88,-5,18.37,2.1,117,227,19,134,96.8623566048462,14.5405662443123,116,115.297832275268,111.6,8.80000000000001,108,15.6,10.5195755604519,10.9603121925115,512,96.8623566048462,0.102665411485531,0.89733458851447,0,-0.00896159317211925
118,20230630T094513Z,Kogia-C,2023/06/30,10:12:22.161,1688119942.161,1629.16116,1629.16154,0.16,380,28.619183,-18.691842,559.1,295.92,-5,18.35,2.04,117,283,11,155,97.874881327811,12.5083569353527,118,114.556338815981,114.4,6.8,111.6,12.4,18.9519165823949,6.04457804137848,512,97.874881327811,0.0127239520479583,0.987276047952042,0,-0.0014174231565532
119,20230630T094513Z,Kogia-C,2023/06/30,10:12:29.393,1688119949.393,1636.393899,1636.394248,0.899,349,28.619183,-18.691862,558.38,295.41,-5,18.5,2.77,117,205,23,127,94.1191792857689,10.1586109178236,114,114.337601443361,109.2,10,105.6,19.2,16.7938302010976,6.8083099611123,512,94.1191792857689,0.293393086159805,0.706606913840195,0,-0.00913461538461528
120,20230630T094513Z,Kogia-C,2023/06/30,10:12:29.601,1688119949.601,1636.601128,1636.601523,0.128,395,28.619183,-18.69186,558.43,295.44,-5,18.49,2.72,117,189,42,138,95.392836603774,13.6472728705354,112.4,113.196973323298,107.2,10,102.8,18.4,13.7637661832349,8.22427319792591,512,95.392836603774,0.383393508857997,0.616606491142003,0,-0.0258428139025158
121,20230630T094513Z,Kogia-C,2023/06/30,10:12:29.809,1688119949.809,1636.80935,1636.80973,0.35,380,28.619183,-18.691861,558.4,295.41,-5,18.5,2.76,117,162,54,136,86.271365737732,5.17989324367862,110.4,104.799888250543,104.8,10.8,100,20.4,25.6476699626312,4.08613680709541,512,86.271365737732,0.588153874667976,0.411846125332024,0,-0.0445317840054686
122,20230630T094513Z,Kogia-C,2023/06/30,10:12:30.028,1688119950.028,1637.028137,1637.028877,0.137,740,28.619183,-18.691861,558.4,295.41,-5,18.5,2.76,117,297,50,201,77.3070592720425,5.88032294735418,112.4,109.961776304181,108.4,7.59999999999999,105.2,35.6,28.8076922739383,3.81709771329588,512,77.3070592720425,0.285564907369679,0.714435092630321,0,0.00179964962573677
123,20230630T094513Z,Kogia-B,2023/06/30,10:12:55.891,1688119975.891,1662.891471,1662.892288,0.471,817,28.619183,-18.691912,555.86,295.33,-5,18.51,3.56,117,166,39,123,96.4830485929227,21.593704393197,118,119.413206197918,112.4,11.6,107.2,30,10.9850456389847,10.8705243585091,512,96.4830485929227,0.083387068805681,0.916612931194319,0,-0.0674641148325361
124,20230630T094513Z,Kogia-A,2023/06/30,10:12:56.116,1688119976.116,1663.11609,1663.117031,0.09,941,28.619183,-18.691912,555.88,295.33,-5,18.52,3.56,117,197,45,145,99.3623815774325,27.2392943408262,117.6,117.927025178784,113.6,8.40000000000001,110,15.2,4.72944420914003,24.9346477014954,512,99.3623815774325,0.0349413623457272,0.965058637654273,0,2.51725962185956E-16
125,20230630T094513Z,Kogia-A,2023/06/30,10:12:56.354,1688119976.354,1663.354659,1663.356398,0.659,1739,28.619183,-18.691913,555.8,295.35,-5,18.51,3.56,117,301,231,384,99.5297711466615,28.4490486149611,121.2,121.191156363984,118,5.59999999999999,114.8,11.2,4.86926809302936,24.8889882521515,512,99.5297711466615,0,1,0,0.0138909634055263
126,20230630T094513Z,Kogia-B,2023/06/30,10:12:56.594,1688119976.594,1663.594287,1663.595235,0.287,948,28.619183,-18.691913,555.81,295.35,-5,18.51,3.56,117,334,40,210,98.9880404595687,21.8667230859871,122.4,122.11021546658,119.6,5.2,117.2,10,5.47700110936037,22.2950868601961,512,98.9880404595687,0,1,0,7.57057264154952E-17
127,20230630T094513Z,Kogia-B,2023/06/30,10:12:57.255,1688119977.255,1664.255067,1664.255645,0.067,578,28.619183,-18.691914,555.77,295.36,-5,18.51,3.56,117,246,57,182,97.8694811272004,18.4152475480186,116.8,117.533349926262,113.2,7.2,110.4,13.2,8.17194831688051,14.3825371097217,512,97.8694811272004,0.0125735254787689,0.987426474521231,0,-0.0160856644181327
128,20230630T094513Z,Kogia-B,2023/06/30,10:12:57.456,1688119977.456,1664.456074,1664.456806,0.074,732,28.619183,-18.691914,555.75,295.37,-5,18.5,3.56,117,223,51,164,98.32837617821,20.4837646365448,114.4,115.54811684582,110.8,7.60000000000001,107.2,14.4,7.27298966221349,15.8872928757407,512,98.32837617821,0.150199077838378,0.849800922161623,0,1.34064667124547E-16
129,20230630T094513Z,Kogia-B,2023/06/30,10:12:57.646,1688119977.646,1664.646885,1664.647563,0.885,678,28.619183,-18.691916,555.65,295.4,-5,18.49,3.56,117,221,44,156,97.9601192973815,20.5766267566408,116,116.661499813946,112.4,7.59999999999999,109.2,14,6.6204920513395,17.6212732995189,512,97.9601192973815,0.0641324115308944,0.935867588469106,0,-0.0027750730282373
130,20230630T094513Z,Kogia-A,2023/06/30,10:13:28.810,1688120008.81,1695.810734,1695.811616,0.734,882,28.6192,-18.691984,552.7,297.19,-5,18.49,3.56,117,246,8,133,99.2524402821031,14.8623363323248,120.4,122.109617028629,117.2,6.8,108,30.4,10.3931078652109,11.7490955171714,512,99.2524402821031,0.101626085462884,0.898373914537116,0,-0.00382734580142374
131,20230630T094513Z,Kogia-A,2023/06/30,10:13:28.926,1688120008.926,1695.926947,1695.927962,0.947,1015,28.6192,-18.691985,552.67,297.22,-5,18.49,3.56,117,248,7,133,99.3159444267996,16.2500847536685,120.4,123.456273676237,110.4,13.6,108,32.4,11.6287514630749,10.6164685063784,512,99.3159444267996,0.098011200817415,0.901988799182585,0,-0.023629316654468
132,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.054,1688120009.054,1696.054168,1696.05549,0.168,1322,28.6192,-18.691984,552.73,297.17,-5,18.49,3.56,117,76,11,49,96.6683920627567,29.1542937356812,123.2,122.646789667794,110.4,24.8,100,44.8,10.6686167396662,11.4960348338121,512,96.6683920627567,0.145075457734128,0.854924542265872,0,-6.69040390916286E-16
133,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.188,1688120009.188,1696.188438,1696.189736,0.438,1298,28.6192,-18.691984,552.69,297.2,-5,18.49,3.56,117,74,8,45,96.1078275966148,28.1811436700221,122.4,122.141828842703,110,24.8,99.6,44.4,10.5427946179208,11.5853370258285,512,96.1078275966148,0.13640816825227,0.86359183174773,0,-4.16961890153645E-17
134,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.318,1688120009.318,1696.318311,1696.319609,0.311,1298,28.6192,-18.691984,552.69,297.2,-5,18.49,3.56,117,248,12,138,99.4116505137591,18.9975017616908,120.4,124.555162749612,117.2,20,108,32.4,13.0714504627086,9.52879430671859,512,99.4116505137591,0.0700740231609888,0.929925976839011,0,-0.0183960813601021
135,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.438,1688120009.438,1696.438256,1696.439464,0.256,1208,28.6192,-18.691984,552.68,297.2,-5,18.49,3.56,117,248,7,133,99.2569917594278,17.0235691627719,121.6,123.4128721753,109.6,27.2,107.6,34,12.5819134951048,9.80875223973808,512,99.2569917594278,0.122242497732686,0.877757502267314,0,-0.0265527227071141
136,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.553,1688120009.553,1696.553889,1696.55511,0.889,1221,28.6192,-18.691986,552.61,297.26,-5,18.49,3.56,117,248,16,142,99.3399416929435,18.5277547915044,120.4,123.609842981303,117.2,19.2,108,32.4,11.5838594581958,10.6708686709632,512,99.3399416929435,0.0895796127005263,0.910420387299474,0,-0.0206766917293233
137,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.665,1688120009.665,1696.665799,1696.667046,0.799,1247,28.6192,-18.691986,552.61,297.26,-5,18.49,3.56,117,248,10,136,99.303137051701,17.8740730368883,121.2,123.7104329768,117.6,6.80000000000001,108,33.2,12.0081285108487,10.3022242695882,512,99.303137051701,0.0956406945029208,0.904359305497079,0,-0.0239406612483233
138,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.772,1688120009.772,1696.772691,1696.773899,0.691,1208,28.6192,-18.691986,552.61,297.26,-5,18.49,3.56,117,246,11,136,99.4567564599255,19.0980192980256,120.8,125.398301193968,117.2,20.8,108.4,32.8,12.2830101502006,10.2090855303836,512,99.4567564599255,0.0487282190391063,0.951271780960894,0,-0.0104368083867216
139,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.879,1688120009.879,1696.879647,1696.881063,0.647,1416,28.6192,-18.691986,552.61,297.26,-5,18.49,3.56,117,246,25,150,99.417140698588,19.3630628645535,120.8,125.155053173348,117.2,21.2,108,34,12.7826378526934,9.79101924153916,512,99.417140698588,0.0606015269179036,0.939398473082096,0,-0.0311688311688312
140,20230630T094513Z,Kogia-A,2023/06/30,10:13:29.984,1688120009.984,1696.98486,1696.986375,0.86,1515,28.6192,-18.691986,552.57,297.29,-5,18.49,3.57,117,246,33,158,99.4234007325725,20.3265783179177,121.2,125.235320302754,117.2,21.2,108,33.2,12.3015347036539,10.1804631145377,512,99.4234007325725,0.0602465887742237,0.939753411225777,0,-0.008928963669112
141,20230630T094513Z,Kogia-A,2023/06/30,10:13:30.091,1688120010.091,1697.091802,1697.093099,0.802,1297,28.6192,-18.691986,552.57,297.29,-5,18.49,3.57,117,246,38,163,99.3926367120076,19.0095750010728,120.4,124.95009598046,117.2,20.8,108,33.2,12.4252696441007,10.0561275175049,512,99.3926367120076,0.0710262876781604,0.92897371232184,0,-0.0264589811049989
142,20230630T094513Z,Kogia-A,2023/06/30,10:13:30.200,1688120010.2,1697.200865,1697.202038,0.865,1173,28.6192,-18.691987,552.55,297.3,-5,18.49,3.57,117,244,31,155,99.3269178026848,17.9329644501478,120.4,123.848066586863,117.2,20.4,108,32.8,11.9464950655951,10.3668955544572,512,99.3269178026848,0.0956746445781059,0.904325355421894,0,-0.0251400615481733
143,20230630T094513Z,Kogia-A,2023/06/30,10:13:30.320,1688120010.32,1697.320414,1697.322094,0.414,1680,28.6192,-18.691986,552.59,297.28,-5,18.49,3.57,117,246,50,175,99.3915879348598,20.8096592555896,120.4,125.535881639587,117.2,21.2,108,32.8,12.1799650269041,10.3067522248458,512,99.3915879348598,0.063971289557321,0.936028710442679,0,-0.021599080314677
144,20230630T094513Z,Kogia-A,2023/06/30,10:13:30.451,1688120010.451,1697.451111,1697.452521,0.111,1410,28.6192,-18.691986,552.6,297.27,-5,18.49,3.56,117,176,74,163,98.4253214380726,21.0097675489391,135.2,126.396439452525,116.8,22.8,106,37.6,12.375750353518,10.2132344174666,512,98.4253214380726,0.0739425391450421,0.926057460854958,0,0.0706378592968661
